CustomerName;CustomerID;OrderDate;OrderVolume
Carlos Murphy;13275;2013-07-13;24,2879
Sarah Johnson;13276;2014-05-06;24,2879
Brent Li;13281;2014-06-12;24,2879
Dalton Hughes;13097;2013-09-08;24,2879
Sydney Lopez;13073;2014-04-08;24,2879
Mackenzie Blue;12925;2013-08-15;24,2879
Hunter Thompson;12976;2014-02-02;24,2879
Fernando Rodriguez;12967;2013-11-09;24,2879
Paige Butler;12968;2014-04-25;24,2879
Carl Nara;12971;2013-12-11;24,2879
Hunter Shan;13031;2013-08-25;24,2879
James Yang;12786;2014-04-13;24,2879
Megan Jackson;12794;2014-01-26;24,2879
Jada Sanders;12759;2013-11-26;24,2879
Connor Griffin;12775;2013-11-08;24,2879
Philip Ramos;12906;2013-07-19;24,2879
Carlos Ward;12900;2014-04-21;24,2879
Kaylee King;12891;2014-05-19;24,2879
James Adams;12889;2014-03-03;24,2879
Brendan Pal;12887;2014-03-22;24,2879
Gabriel Li;13395;2013-12-18;24,2879
Tara Chander;13333;2014-02-24;24,2879
Jasmine Jones;13320;2013-07-29;24,2879
Kaitlyn Gonzalez;13349;2013-07-16;24,2879
Kristopher Martinez;13467;2013-10-10;24,2879
Catherine Ward;13448;2013-11-01;24,2879
Robin Browning;13451;2014-03-20;24,2879
Sebastian Murphy;13876;2013-12-11;24,2879
Derrick Hernandez;13879;2014-02-08;24,2879
Anna Morgan;13869;2014-04-04;24,2879
Hailey Rogers;13861;2013-12-30;24,2879
Kristin Deng;13859;2014-05-26;24,2879
Robin Torres;13864;2013-12-06;24,2879
Jeremiah Simmons;13902;2013-12-12;24,2879
Cameron Jones;13899;2013-09-13;24,2879
Isaac Campbell;13900;2013-09-19;24,2879
Dalton Carter;13893;2013-11-19;24,2879
Ian Brown;13888;2014-03-31;24,2879
Jason Powell;13946;2014-06-16;24,2879
Luke Hernandez;13931;2013-12-29;24,2879
Timothy Sanchez;13932;2014-04-08;24,2879
Naomi Suarez;13834;2014-04-11;24,2879
Jan James;13731;2014-06-25;24,2879
Jose Young;13738;2014-06-18;24,2879
Julio Alonso;13749;2013-11-24;24,2879
Christopher Walker;13655;2014-04-08;24,2879
Barbara Wu;14532;2013-08-15;24,2879
Ross Gill;14996;2013-11-30;24,2879
Drew Kumar;14889;2014-03-09;24,2879
Wyatt Adams;14890;2013-11-14;24,2879
Fernando Long;14873;2014-02-12;24,2879
Miranda Butler;14340;2014-06-07;24,2879
Lucas Wright;14271;2013-08-08;24,2879
Benjamin Wilson;14443;2013-08-21;24,2879
Beth Sanz;14462;2014-02-17;24,2879
Jason Long;14391;2014-02-24;24,2879
Kayla Moore;14431;2014-06-16;24,2879
Antonio Russell;14432;2014-02-12;24,2879
Mitchell Anand;14437;2014-05-20;24,2879
Amanda Russell;14094;2013-09-26;24,2879
Natalie Lopez;14113;2013-10-07;24,2879
Johnny Jai;14082;2014-05-16;24,2879
Michelle Richardson;14021;2013-10-10;24,2879
Carlos Perez;14027;2014-01-07;24,2879
Stephanie Adams;14042;2014-05-14;24,2879
Cameron Taylor;12445;2014-01-08;24,2879
Madison Bennett;12453;2013-10-20;24,2879
Benjamin Lewis;12455;2014-04-19;24,2879
Thomas Chen;12456;2014-06-18;24,2879
Autumn Xu;12531;2013-08-18;24,2879
Jay Weber;25244;2013-08-03;24,2327
Barbara Hoffman;29849;2013-05-30;24,0303
Janice Hows;29857;2014-03-31;24,0303
Linda Mitchell;30025;2013-07-31;24,0303
Matthew Robinson;29376;2014-01-01;23,7465
Jenny Cai;29387;2013-11-12;23,7465
Wesley Chen;29427;2013-10-17;23,7465
Tony Luo;29423;2014-04-24;23,7465
Toni Lopez;25140;2014-04-22;23,7465
Wendy Moreno;24874;2014-03-18;23,7465
Desiree Munoz;24879;2014-03-09;23,7465
Beth Suarez;24867;2014-01-05;23,7465
Jeffery Zhou;24848;2014-06-15;23,7465
Allen Schmidt;24704;2014-06-30;23,7465
Carol Zhou;24454;2013-11-11;23,7465
Danny Ruiz;24456;2013-12-23;23,7465
Eugene Ma;24374;2014-06-29;23,7465
Cedric Chander;21677;2014-03-31;23,7465
Orlando Muñoz;21662;2013-09-22;23,7465
Shaun Goel;22417;2014-02-16;23,7465
Andrea Rusko;22552;2013-11-28;23,7465
Philip Alonso;22303;2014-05-16;23,7465
Bianca Wang;22538;2014-06-26;23,7465
Emma Price;27639;2013-12-28;23,7465
Daniel Moore;27647;2014-06-13;23,7465
Carrie Diaz;27654;2013-08-28;23,7465
Melinda Alvarez;27655;2014-03-13;23,7465
Gerald Carlson;27660;2014-05-26;23,7465
Miguel Patterson;27665;2013-10-28;23,7465
Margaret Powell;27832;2014-01-11;23,7465
Dawn Lu;27833;2014-04-20;23,7465
Devin Jones;27742;2014-04-05;23,7465
Alexis Brown;27749;2014-01-14;23,7465
Mario Black;27905;2013-11-18;23,7465
Sarah Williams;28077;2013-11-04;23,7465
Rachel Anderson;28057;2013-08-25;23,7465
Jaime Alvarez;28058;2014-05-05;23,7465
Isaiah Evans;28050;2014-03-12;23,7465
Warren Shen;27503;2014-01-03;23,7465
Miranda Foster;27567;2014-04-12;23,7465
Edwin She;27417;2014-03-23;23,7465
Erik Martin;27176;2013-07-21;23,7465
Katherine Campbell;28448;2014-03-05;23,7465
Dana Muñoz;28459;2013-12-30;23,7465
Emmanuel Arun;28463;2014-02-07;23,7465
Bruce Rodriguez;28473;2014-02-17;23,7465
Holly Subram;28552;2014-04-18;23,7465
Patrick Richardson;28233;2013-10-16;23,7465
Dalton Flores;28238;2014-05-31;23,7465
Gloria Reed;28228;2014-02-04;23,7465
Edward Davis;28896;2013-08-19;23,7465
Marissa Bryant;28892;2014-01-14;23,7465
Madeline Roberts;26878;2013-10-09;23,7465
Willie Anand;26857;2013-11-11;23,7465
Jan Gray;27030;2013-11-23;23,7465
Audrey Suarez;26981;2013-08-22;23,7465
Roger Jai;27003;2014-02-03;23,7465
Matthew Martin;26267;2014-03-22;23,7465
Jennifer Wood;26274;2013-10-24;23,7465
Donald Raman;26393;2013-11-13;23,7465
Kara Yuan;26448;2014-01-26;23,7465
Riley Ramirez;26544;2013-10-08;23,7465
Tommy Shen;25645;2013-07-11;23,7465
Barbara Liu;25685;2013-12-31;23,7465
Nicholas Williams;25809;2014-01-27;23,7465
Max Torres;25797;2014-03-12;23,7465
Jared Sanders;25529;2013-07-27;23,7465
Cheryl Hernandez;25516;2013-08-29;23,7465
Lucas Hayes;25509;2014-03-30;23,7465
Rebekah Sai;25536;2014-06-16;23,7465
Gary Hernandez;25541;2013-12-04;23,7465
Rebekah Subram;26030;2013-11-15;23,7465
Rosa Gao;26034;2014-01-28;23,7465
Jodi Anand;26129;2014-05-18;23,7465
Ronnie Liu;26130;2013-08-23;23,7465
Casey Gutierrez;12519;2013-10-11;23,7465
Shane Kovar;12294;2014-01-16;23,7465
Kristi Alvarez;12303;2014-03-04;23,7465
Jonathan Brown;11875;2013-09-20;23,7465
Arturo Sun;11498;2013-09-23;23,7465
Nicholas Brown;11506;2013-09-04;23,7465
Andre Lopez;11434;2013-12-15;23,7465
April Shan;11566;2013-08-07;23,7465
Lucas Evans;11556;2014-05-23;23,7465
Felicia Ramos;11557;2014-01-08;23,7465
Ivan Malhotra;11558;2014-05-02;23,7465
Sharon Luo;11553;2014-01-22;23,7465
Patricia Garcia;11651;2014-03-20;23,7465
James Chen;11641;2013-07-02;23,7465
Miguel Adams;11659;2014-06-08;23,7465
Charles Walker;11677;2013-09-05;23,7465
Hailey Collins;11709;2013-08-11;23,7465
Jackson Wright;11698;2014-03-14;23,7465
Jason Griffin;11200;2013-12-22;23,7465
Ana Perry;11215;2013-11-04;23,7465
Fernando Barnes;11300;2014-01-14;23,7465
Mason Roberts;11176;2014-04-23;23,7465
Ashley Henderson;11185;2014-01-22;23,7465
Jonathon Vazquez;17906;2014-05-06;23,7465
Allison Sanchez;16667;2014-03-30;23,7465
Colin Li;18445;2013-11-11;23,7465
Larry Ramos;18446;2014-02-22;23,7465
Renee Ortega;18447;2013-10-17;23,7465
Edwin Wu;18367;2014-06-18;23,7465
Lance Romero;18310;2013-11-12;23,7465
Jacqueline Cook;19223;2013-08-18;23,7465
Ebony Raman;19348;2013-07-30;23,7465
Donna She;19346;2013-07-05;23,7465
Jake Li;19583;2014-06-16;23,7465
Todd Ma;19581;2014-02-19;23,7465
Shannon Zhao;19807;2014-01-05;23,7465
Alyssa Martin;19587;2013-09-14;23,7465
Derek Raji;19591;2013-11-28;23,7465
Grant Lal;20065;2014-05-21;23,7465
Wesley Zeng;20460;2013-07-13;23,7465
Bryant Arun;20453;2013-07-04;23,7465
Steve Zhou;20263;2014-04-28;23,7465
Roy Carlson;20257;2014-06-26;23,7465
Jorge He;20268;2014-03-25;23,7465
Hunter Yang;20237;2013-07-04;23,7465
Marie Rubio;20618;2013-08-05;23,7465
Garrett Reed;21121;2013-09-16;23,7465
Sandra Liu;21099;2013-10-13;23,7465
Jeffery Hu;21132;2013-11-05;23,7465
April Kumar;21133;2014-03-25;23,7465
Xavier Smith;21081;2014-05-02;23,7465
Mackenzie Kelly;28124;2014-04-30;23,4923
Jay Adams;29492;2012-10-30;23,1773
Ann Evans;29743;2012-07-31;23,1773
Kathie Flood;29753;2012-09-30;23,1773
Scott Gode;29787;2012-06-30;23,1773
George Li;29949;2012-09-30;23,1773
Antonio Bennett;11631;2013-07-10;23,1277
Doris Traube;30085;2013-06-30;22,9341
Helen Lutes;29968;2011-07-01;22,3061
Mike Hines;29842;2012-01-29;22,3061
Ronald Heymsfield;29835;2012-09-30;22,3061
Paul Fulton;29765;2012-09-30;22,3061
Rafael He;14556;2014-02-26;22,0669
Molly Sai;14683;2013-08-01;20,9619
Nicholas Brown;11506;2013-11-11;20,9619
Johnathan Malhotra;17723;2014-03-07;20,9619
Whitney Chandra;15712;2014-03-08;20,9619
Amy Zheng;27853;2014-02-22;20,9619
Jennifer Sanchez;27203;2014-03-19;20,9619
Denise Arun;28218;2014-02-08;20,9619
Andrew Lewis;25644;2014-03-03;20,9619
Janelle Patel;29116;2013-09-08;19,0834
Bailey Roberts;21627;2013-11-25;19,0834
Jordan Green;21578;2014-01-26;19,0834
Noah Campbell;21730;2014-05-06;19,0834
Rebecca Allen;21787;2013-07-22;19,0834
Olivia Williams;21811;2014-04-29;19,0834
James Coleman;21351;2014-03-29;19,0834
Omar Liang;24245;2014-05-20;19,0834
Carolyn Torres;15261;2013-12-28;19,0834
Amanda Stewart;15310;2013-11-28;19,0834
Megan Long;15791;2014-05-04;19,0834
Gabrielle Bennett;20467;2014-03-23;19,0834
Fernando Barnes;11300;2014-02-27;19,0834
Dylan Robinson;14724;2013-11-22;19,0834
Alexandria Bell;13758;2014-01-14;19,0834
Brian Cooper;13760;2013-11-13;19,0834
Nicole Murphy;11927;2014-06-30;18,7187
Ann Evans;29743;2013-10-30;18,3792
Linda Ecoffey;29730;2013-07-31;18,3792
Martha Espinoza;29740;2013-10-30;18,0227
Katelyn Cook;12787;2013-10-12;17,9784
Tamara Sun;19976;2013-10-26;17,9784
Dominic Prasad;19962;2013-09-22;17,9784
Kayla Lee;20781;2014-02-19;16,8292
Miguel Moore;18312;2013-09-02;16,8292
Rebekah Blanco;18149;2013-09-04;16,8292
Michelle Ward;15775;2014-01-17;16,8292
Devin Morris;15875;2013-09-08;16,8292
Roger Kumar;15922;2013-07-19;16,8292
Edward Phillips;16374;2014-05-22;16,8292
Brett Fernandez;16214;2013-08-31;16,8292
Miguel Ross;15405;2013-09-29;16,8292
Amy Guo;15301;2013-07-24;16,8292
Jacquelyn Ortega;15305;2013-09-21;16,8292
Melvin Tang;13663;2013-07-05;16,8292
Fernando Lopez;13682;2013-11-13;16,8292
Andy Blanco;14923;2014-03-29;16,8292
Arianna Morris;14999;2014-06-08;16,8292
Jose Kumar;14401;2013-10-22;16,8292
Samuel Flores;14499;2014-04-01;16,8292
Henry Garcia;11287;2013-08-30;16,8292
Nancy Chapman;11276;2014-05-20;16,8292
Charles Jackson;11277;2013-09-14;16,8292
Ashley Henderson;11185;2014-03-30;16,8292
Terry Xu;24228;2014-04-13;16,8292
Misty Nath;24141;2013-07-12;16,8292
Deanna Alvarez;24720;2013-11-04;16,8292
Kaitlyn Hill;24659;2014-02-27;16,8292
Kendra Ramos;24896;2014-04-20;16,8292
Charles Robinson;25066;2014-06-28;16,8292
Clayton Liu;21373;2013-08-12;16,8292
Carmen Chandra;23315;2014-03-29;16,8292
Julio Hernandez;23078;2013-12-07;16,8292
Luke Evans;29176;2013-09-18;16,8292
Jessie Gutierrez;28893;2013-10-05;16,8292
Jarrod Kapoor;28930;2014-05-12;16,8292
Noah Phillips;28144;2013-12-17;16,8292
Virginia Chandra;27588;2014-04-25;16,8292
Xavier Campbell;28089;2014-02-12;16,8292
Margaret Chen;27941;2013-11-24;16,8292
Trinity Kelly;26095;2014-01-12;16,8292
Natasha Oliver;26996;2014-03-15;16,8292
Grant Nath;28947;2013-11-08;16,5529
Ronald Fernandez;28939;2013-08-03;16,5529
Emmanuel Fernandez;28955;2014-05-30;16,5529
Colleen Xu;28956;2013-12-17;16,5529
Randy Liang;28958;2014-05-05;16,5529
Jimmy Ashe;28959;2013-09-23;16,5529
Nathaniel Ramirez;23190;2014-04-28;16,5529
Hannah Alexander;23280;2013-10-07;16,5529
Megan Watson;23258;2013-11-22;16,5529
Alexia Wood;23252;2013-07-20;16,5529
Isaac Sanchez;23007;2013-09-06;16,5529
Isaiah Rivera;23011;2013-11-30;16,5529
Michele Yuan;22331;2014-06-17;16,5529
Zoe Torres;22348;2013-10-26;16,5529
Riley Powell;22350;2014-03-21;16,5529
Richard Nelson;22339;2014-01-01;16,5529
Isaac Young;22340;2014-02-02;16,5529
Mason Collins;21368;2013-11-29;16,5529
Christian Rodriguez;21346;2013-12-14;16,5529
Louis Liu;21341;2014-06-09;16,5529
Dalton Robinson;21413;2013-11-24;16,5529
Aaron Butler;21414;2014-05-28;16,5529
Melanie Ward;21432;2013-08-06;16,5529
Devon Raheem;21449;2013-10-19;16,5529
Savannah Cook;21442;2013-07-14;16,5529
Samuel Shan;21455;2013-10-12;16,5529
Luis Alexander;21459;2013-07-18;16,5529
Jack Carter;21460;2013-12-22;16,5529
Nichole Rai;21496;2013-07-26;16,5529
Robert Jai;21492;2013-10-31;16,5529
Kelvin Xie;21806;2014-02-11;16,5529
Noah Edwards;21814;2013-12-10;16,5529
Brooke Cook;21804;2013-12-24;16,5529
Lauren Griffin;21789;2013-10-07;16,5529
Louis Shen;21778;2014-03-20;16,5529
Maurice Black;21779;2014-05-21;16,5529
Alyssa Rogers;21773;2013-10-27;16,5529
Patricia Malhotra;21758;2014-03-15;16,5529
Kaitlyn Lopez;21754;2014-02-16;16,5529
Lucas White;21755;2014-03-17;16,5529
Alexandra Diaz;21731;2014-05-22;16,5529
Ian Simmons;21733;2014-05-17;16,5529
Grace Garcia;21734;2014-06-08;16,5529
Mandy Yang;21724;2013-12-12;16,5529
Raul Jai;21720;2013-07-23;16,5529
Sara Campbell;21721;2014-03-15;16,5529
Spencer Wood;21722;2014-04-12;16,5529
Jonathan Ross;21715;2013-07-15;16,5529
Gerald Sara;21716;2014-02-09;16,5529
Jose Parker;21713;2013-10-27;16,5529
Cassidy Simmons;21707;2014-03-24;16,5529
Jesse Morris;21688;2013-08-12;16,5529
Olivia Simmons;21689;2014-04-15;16,5529
Savannah Ward;21692;2013-12-12;16,5529
Dalton Powell;21697;2014-03-23;16,5529
Tracy She;21698;2013-08-17;16,5529
Wyatt Jackson;21579;2013-11-03;16,5529
Jennifer Miller;21617;2014-06-22;16,5529
Spencer Foster;21612;2013-12-15;16,5529
Faith Jenkins;21630;2013-07-16;16,5529
Katherine Rivera;21636;2013-12-25;16,5529
Jaclyn Liang;21632;2013-09-09;16,5529
Sara Green;21657;2013-09-22;16,5529
Eduardo Brown;22070;2014-01-06;16,5529
Allen Patel;22049;2013-10-05;16,5529
Zachary Butler;22052;2013-07-12;16,5529
Riley Peterson;22025;2013-12-08;16,5529
Regina Malhotra;22012;2013-11-30;16,5529
Seth Clark;22034;2013-08-31;16,5529
Elizabeth Taylor;21901;2014-06-04;16,5529
Pedro Hernandez;21905;2013-12-18;16,5529
Miranda Simmons;21906;2014-01-20;16,5529
Jordan Hall;21907;2014-02-12;16,5529
Savannah Hall;21938;2014-01-13;16,5529
Cristina Xu;25017;2014-01-26;16,5529
Natasha Alonso;25009;2014-03-10;16,5529
Kellie Ortega;24495;2014-06-16;16,5529
Todd Lu;24269;2014-02-13;16,5529
Riley Richardson;23379;2013-10-27;16,5529
Beth Alvarez;29305;2014-05-31;16,5529
Ross Malhotra;29307;2013-07-01;16,5529
Orlando Suarez;11121;2014-04-06;16,5529
Linda Serrano;11071;2013-08-18;16,5529
Tiffany Liang;11068;2013-12-20;16,5529
Ashlee Andersen;11059;2013-08-11;16,5529
Ryan Thompson;11330;2013-07-15;16,5529
Alisha Beck;11463;2013-10-29;16,5529
Ebony Malhotra;11589;2013-11-04;16,5529
Jason Carter;11724;2014-01-10;16,5529
James Davis;11922;2014-03-25;16,5529
Jessica Peterson;11868;2013-10-03;16,5529
Eduardo Jackson;11749;2013-10-07;16,5529
Blake Hill;11748;2013-11-11;16,5529
Luke Diaz;12054;2013-07-17;16,5529
Bryce Brooks;12061;2014-03-01;16,5529
Kaitlyn Scott;12159;2014-05-30;16,5529
Erin Torres;12182;2014-03-24;16,5529
Zachary Hughes;12203;2013-12-20;16,5529
Kelsey Tang;12616;2013-10-20;16,5529
Amanda Evans;12558;2014-02-02;16,5529
Todd Guo;12732;2014-01-22;16,5529
Rebekah Martinez;12721;2013-10-04;16,5529
Eddie Martin;12724;2013-07-04;16,5529
Amanda Ross;12727;2013-11-25;16,5529
Cheryl Ruiz;12719;2013-12-10;16,5529
Jessie Huang;12662;2014-05-14;16,5529
Arturo Ma;12628;2013-12-07;16,5529
Katelyn Wright;14502;2013-08-18;16,5529
Jeremiah Johnson;14446;2013-07-04;16,5529
Jordan Yang;14458;2014-02-14;16,5529
Meghan Dominguez;14370;2013-12-13;16,5529
Natalie Long;14363;2013-09-29;16,5529
Erin Reed;14353;2013-09-05;16,5529
Robert Lal;14084;2014-01-27;16,5529
Andrew Smith;14723;2013-08-20;16,5529
Jesse Gray;14626;2014-05-25;16,5529
Seth Thomas;14567;2014-05-08;16,5529
Marcus Reed;14582;2013-07-13;16,5529
Larry Diaz;13664;2013-12-27;16,5529
Kristi Randall;13665;2014-01-02;16,5529
Austin Smith;13707;2014-05-02;16,5529
Jennifer Bennett;13708;2013-12-08;16,5529
Haley Scott;13701;2014-06-20;16,5529
Olivia Watson;13860;2013-07-04;16,5529
Elizabeth Hall;13474;2013-10-17;16,5529
Natalie Howard;13491;2013-07-02;16,5529
Jillian Madan;13410;2013-11-07;16,5529
Maria Patterson;13330;2014-02-10;16,5529
Harold Ray;13516;2013-12-22;16,5529
Margaret Patterson;13507;2013-09-25;16,5529
Lucas Johnson;13509;2013-11-07;16,5529
Valerie Zhao;13493;2013-09-24;16,5529
Micheal Alvarez;13495;2013-09-18;16,5529
Omar Nara;13535;2014-03-21;16,5529
Valerie Zhu;13599;2013-10-01;16,5529
Deb Dominguez;13588;2014-04-18;16,5529
Andy Gutierrez;12798;2013-08-08;16,5529
Leah Li;12871;2014-04-11;16,5529
Matthew Moore;13267;2014-06-08;16,5529
Matthew Thomas;13239;2014-05-23;16,5529
Alexia Ross;13231;2014-01-12;16,5529
Cindy Gray;13198;2014-02-28;16,5529
Omar Ma;15232;2013-11-22;16,5529
Jordan Gonzalez;15157;2014-04-30;16,5529
Connor Evans;15402;2014-03-03;16,5529
Emma Foster;15468;2014-03-07;16,5529
Megan Sanders;15376;2013-09-30;16,5529
Isabella Adams;15715;2014-04-03;16,5529
Evan Richardson;15488;2014-03-19;16,5529
Melanie Russell;15478;2014-01-23;16,5529
Haley Kelly;15511;2014-06-22;16,5529
Eduardo Hughes;15564;2014-02-06;16,5529
Devin Flores;15559;2013-07-15;16,5529
Alan Yang;15605;2014-04-25;16,5529
Philip Blanco;15603;2014-01-16;16,5529
Anna Brown;16247;2013-12-15;16,5529
Abigail Ramirez;15859;2013-12-16;16,5529
Trevor Gonzales;16085;2013-07-10;16,5529
Jordyn Long;17338;2014-01-22;16,5529
Marcus Davis;17337;2013-11-05;16,5529
Kyle Lal;17360;2014-05-17;16,5529
Kaylee Reed;17371;2014-05-12;16,5529
Morgan Parker;16772;2013-08-15;16,5529
Jordan Roberts;16800;2013-11-17;16,5529
Julia Peterson;16497;2013-10-31;16,5529
Carson Foster;16959;2014-01-22;16,5529
Pedro Torres;16958;2013-09-03;16,5529
Gavin Wood;16964;2013-11-23;16,5529
Kayla Harrison;20790;2013-12-20;16,5529
Marcus Perez;20786;2014-03-19;16,5529
Maria Russell;20779;2013-07-19;16,5529
Charles Morgan;20766;2013-08-29;16,5529
Joshua Brown;20695;2014-05-27;16,5529
Carlos Parker;20676;2013-09-13;16,5529
Olivia Patterson;20636;2013-08-06;16,5529
Abigail Patterson;20643;2014-01-28;16,5529
Matthew Taylor;20511;2014-04-20;16,5529
Gabriel Russell;20516;2014-03-14;16,5529
Cassandra Srini;20520;2013-08-29;16,5529
Riley Torres;20535;2014-03-22;16,5529
Emma Howard;20523;2014-04-29;16,5529
Jesse Peterson;20494;2013-08-04;16,5529
Cassidy Foster;20488;2014-04-24;16,5529
Tony Jai;20503;2013-09-17;16,5529
Blake Martinez;20475;2013-11-10;16,5529
Mason Rivera;20473;2014-06-28;16,5529
Richard Reed;20485;2013-12-08;16,5529
Luis Baker;20539;2014-02-23;16,5529
Byron Diaz;21140;2013-10-22;16,5529
Juan Bailey;21243;2014-01-06;16,5529
Fernando Coleman;21250;2013-09-24;16,5529
Alex Sanders;21247;2014-03-06;16,5529
Hunter Hall;21288;2013-09-27;16,5529
Mackenzie Rivera;21285;2013-10-16;16,5529
Julia King;21278;2014-06-01;16,5529
Ariana Howard;21260;2014-02-27;16,5529
Jennifer Thomas;21273;2013-12-21;16,5529
Sierra Gonzalez;21301;2014-06-21;16,5529
Austin Martinez;21292;2014-02-02;16,5529
Carlos Ramirez;21322;2014-01-21;16,5529
Benjamin Jai;20466;2014-06-22;16,5529
Chloe Rogers;20439;2013-07-27;16,5529
Corey Raje;20431;2014-02-26;16,5529
Juan Sanders;20432;2014-04-09;16,5529
Ross Ramos;20390;2014-01-25;16,5529
Kaitlyn White;20393;2014-06-07;16,5529
Sophia Young;20409;2014-01-15;16,5529
Michael Sullivan;30047;2012-09-30;15,7361
Lee Travers;22830;2014-05-29;15,7242
Andrea Reed;29125;2014-04-13;15,7242
Susan Guo;26543;2013-07-18;15,7242
Dawn Hu;20797;2013-11-09;15,7242
Javier Vazquez;17652;2013-09-23;15,7242
Damien Zhu;15822;2013-11-22;15,7242
Brenda Stone;12697;2014-03-27;15,7242
Ross Fernandez;11763;2014-03-11;15,7242
Jerome Navarro;11519;2013-08-15;15,7242
Nancy Chapman;11276;2013-12-19;15,7242
Xavier Hill;11258;2013-10-21;15,7242
Russell Xie;11024;2013-12-26;15,7242
Gina Martin;11078;2014-05-27;15,4479
Dalton Perez;11091;2013-07-01;15,4479
Mason Roberts;11176;2013-08-19;15,4479
Samantha Russell;11211;2014-01-02;15,4479
Chloe Campbell;11212;2014-02-03;15,4479
Nancy Chapman;11276;2013-10-19;15,4479
Jennifer Simmons;11262;2013-10-08;15,4479
Charles Jackson;11277;2014-04-05;15,4479
Samantha Jenkins;11331;2013-07-10;15,4479
Sarah Simmons;11500;2014-03-16;15,4479
Francis Jimenez;11495;2014-03-28;15,4479
Brenda Mehta;11399;2013-09-13;15,4479
Randy She;11415;2014-01-16;15,4479
Roberto Gutierrez;11355;2014-02-26;15,4479
Raymond Rodriguez;11352;2013-10-01;15,4479
Roy Navarro;11347;2013-08-16;15,4479
Kurt Pal;11393;2013-12-16;15,4479
Miguel Allen;11385;2013-12-06;15,4479
Francisco Martinez;11375;2014-03-19;15,4479
Daniel Davis;11711;2013-09-07;15,4479
Antonio Bennett;11631;2014-01-11;15,4479
April Shan;11566;2013-08-30;15,4479
Jada Morgan;11520;2013-11-02;15,4479
Oscar Price;11833;2013-11-12;15,4479
Morgan Turner;11823;2014-06-16;15,4479
Oscar Russell;12140;2014-01-12;15,4479
Taylor Patterson;12147;2013-11-23;15,4479
Gerald Prasad;12035;2013-09-19;15,4479
Caroline Barnes;11973;2013-07-30;15,4479
Madison Long;12205;2014-03-28;15,4479
Stephanie Cox;12366;2013-09-11;15,4479
Alex Evans;12365;2013-09-01;15,4479
Arturo Liu;13222;2013-08-22;15,4479
Jonathan Martinez;13303;2014-02-06;15,4479
Jordan Campbell;13290;2014-02-08;15,4479
Natalie Walker;12894;2013-12-15;15,4479
Brittany Foster;12893;2013-12-21;15,4479
Jose Jai;12944;2013-10-16;15,4479
Mikael Sandberg;13566;2013-11-23;15,4479
Isaac Sandberg;13350;2013-12-15;15,4479
Rafael Lin;14099;2013-09-14;15,4479
Alexandra Hall;15869;2013-08-05;15,4479
Rebekah Prasad;15919;2014-05-26;15,4479
Jesse Rivera;16249;2013-09-29;15,4479
Wyatt Martin;16234;2013-11-02;15,4479
Steve Hu;16294;2013-12-05;15,4479
Roy Hernandez;16134;2013-09-26;15,4479
Hailey Watson;16119;2013-07-11;15,4479
Jordan Adams;16377;2013-07-26;15,4479
Hailey Baker;16378;2014-05-16;15,4479
Eric Collins;15275;2013-07-30;15,4479
Emily Smith;17692;2014-02-04;15,4479
Justin Jenkins;17693;2013-08-30;15,4479
Frederick Prasad;17810;2013-10-27;15,4479
Mary Evans;17356;2014-06-13;15,4479
Arturo Lu;17274;2013-10-07;15,4479
Sydney Lewis;17447;2013-07-07;15,4479
Dylan Jones;17392;2013-09-03;15,4479
Zachary Sharma;17562;2013-11-21;15,4479
Chloe Mitchell;17529;2014-02-26;15,4479
Isaac Ramirez;17531;2013-11-13;15,4479
Gloria Gutierrez;17540;2013-07-09;15,4479
Sebastian Cooper;17599;2014-01-05;15,4479
Gavin Bennett;17588;2014-04-13;15,4479
Adam Li;16985;2014-01-25;15,4479
Grace Thomas;17031;2013-09-09;15,4479
Paige Ward;16953;2013-07-05;15,4479
Zachary Coleman;16962;2014-06-21;15,4479
Kaitlin Sullivan;16919;2014-05-24;15,4479
Jonathan Griffin;16838;2014-03-02;15,4479
Carson Diaz;16813;2014-04-26;15,4479
Luis Sharma;16861;2014-06-15;15,4479
Erin Rivera;16856;2014-01-28;15,4479
Marcus Flores;16913;2014-01-23;15,4479
Jasmine James;17170;2013-09-14;15,4479
Richard Hayes;17177;2013-11-24;15,4479
Trisha Liang;17178;2014-05-18;15,4479
Samuel Lewis;17155;2014-01-02;15,4479
Sarah Bennett;17145;2014-04-15;15,4479
Jenny McDonald;16543;2014-02-08;15,4479
Mackenzie Baker;16563;2013-07-14;15,4479
Lucas Allen;16802;2013-07-20;15,4479
Jessica Long;16808;2014-02-16;15,4479
Bailey Sanders;16809;2014-03-18;15,4479
David Lal;16773;2013-12-08;15,4479
Jacob Williams;16725;2014-05-11;15,4479
Gavin Stone;16718;2014-04-20;15,4479
Ramon Lu;16738;2013-08-13;15,4479
Amanda Perry;16676;2014-02-19;15,4479
Jack Hughes;16677;2013-12-31;15,4479
Abigail Martinez;16651;2014-04-25;15,4479
Jon Lin;21096;2014-03-28;15,4479
Ashley Jenkins;21091;2013-12-20;15,4479
Joshua Johnson;20939;2014-04-19;15,4479
Evelyn Sai;20415;2014-01-13;15,4479
Lindsey Chande;20094;2014-01-07;15,4479
Lawrence Gill;20224;2014-03-07;15,4479
Melissa Morgan;20222;2013-11-07;15,4479
Diane Sanz;20153;2013-12-30;15,4479
Lindsay Chander;19972;2014-03-06;15,4479
